NA-42_shelfmark,Heading,Title,Imprint,Format,Date1,Date2,City,Country,Language,Category,Subject,Binding,Lot_no,Shelfmark,Shelf,Shelf_section,In_TCD,Is_measured,Has_photo,height,width,Measurement_inferred
F.9.2 [25:3],"SIDNEY, or SYDNEY (Algernon).","Discours sur le gouvernement, trad. de l'anglois par P. A. Samson.","La Haye, 1702. 12°. 3 tom.",12°,1702,0,Hague,ne|,FRENCH,JUS CIVILE,Of Governments,vellum,8509,Fag.O.9.47,F9,2,TRUE,TRUE,TRUE,169,31,
F.9.2 [26],"NOODT (Gerardus), Noviomagus, jurisconsultus.","Du pouvoir des souverains, et de la liberté du conscience: en deux discours, traduits du latin par Jean Barbeyrac.","Amsterdam, 1707. 12°.",12°,1707,0,Amsterdam,ne|,FRENCH,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8699,Fag.D.11.71,F9,2,TRUE,TRUE,TRUE,163,18,
F.9.2 [27],FRANCE. A. GENERAL HISTORY AND TOPOGRAPHY.,Preliminaires des traitez faits entre les rois de France et tous les princes de l'Europe depuis le regne de Charles VII.,"Paris, 1692. 12°.",12°,1692,0,Paris,fr|,FRENCH,JUS CIVILE,Treaties,vellum,8974,Fag.O.9.75,F9,2,TRUE,TRUE,TRUE,162,22,
F.9.2 [28],"MANUEL PALAEOLOGUS, Graecorum imp.","Praecepta edvcationis regiae, ad Ioannem filivm. ex Io. Sambvci Bibliotheca, Ioan. Levnclavio interprete [Gr. Lat.] Acc. Belisarii, Neritinorvm ducis, ejusdem argumenti liber; &c. ","Basileae (ex officina Petri Pernae), 1578. 8°.",8°,1578,0,Basel,sz|,LATIN,LITERAE HUMANIORES (Pars I.),Language and Education,vellum,7,Fag.C.7.80,F9,2,TRUE,TRUE,TRUE,173,48,
F.9.3 [1],ALBERGATI (Fabio),Trattato del modo di ridvrre à pace l'inimicitie priuate. ,"Milano, 1621. 8°. 3za. impr.",8°,1621,0,Milan,it|,ITALIAN,PHILOLOGIA,Libri Italiani; Poesie e Mescolanze,vellum,3010,Fag.P.9.24,F9,3,TRUE,FALSE,TRUE,170,36,
F.9.3 [2:1],GRUTERUS (Janus).,"Florilegium ethico-politicum ; nec non P. Syri ac L. Senecae sententiae aureae. Acc. gnomae paroe miaeque Graecorum, item proverbia Germanica, Italica, Belgica, Gallica, Hispanica.",Francof 1610-1. 8° 2 voll.,8°,1610,1611,Frankfurt am Main,gw|,LATIN,PHILOLOGIA,"Philologi, Critici, ac Polygraphi",vellum,2737,Fag.G.6.43,F9,3,TRUE,FALSE,TRUE,175,68,
F.9.3 [2:1],GRUTERUS (Janus).,"Florilegium ethico-politicum ; nec non P. Syri ac L. Senecae sententiae aureae. Acc. gnomae paroe miaeque Graecorum, item proverbia Germanica, Italica, Belgica, Gallica, Hispanica.",Francof 1610-1. 8° 2 voll.,8°,1610,1611,Frankfurt am Main,gw|,LATIN,PHILOLOGIA,"Philologi, Critici, ac Polygraphi",vellum,2737,Fag.G.6.44,F9,3,TRUE,FALSE,TRUE,174,56,
F.9.3 [3],AMMIRATO (Scipione) il vecchio,"Dissertationes politicae, siue discursus in C. Corn. Tacitum, ex Ital. in Lat. versi. Adj. digressiones politicae. Access. de regis ac regni institutione libb. III.",Francof. 1618. 8°.,8°,1618,0,Frankfurt am Main,gw|,LATIN,LITERAE HUMANIORES (Pars II.),Greek and Roman classics and translations,vellum,2476,Fag.U.2.5,F9,3,TRUE,TRUE,TRUE,179,60,
F.9.3 [4],"PORTA (Johannes Baptista), Neapolitanus.","De furtivis literarum notis, vulgo de ziferis, libb. V., & auctarium.","Argentorati, 1606. 8°. ed. postrema.",8°,1606,0,Strasbourg,fr|,LATIN,LITERAE HUMANIORES (Pars I.),Cryptography and short-hand,vellum,270,Fag.K.8.25,F9,3,TRUE,TRUE,TRUE,175,48,
F.9.3 [5],"HILLERUS (Ludovicus Henricus), diaconus Esslingensis.",Mysterium artis steganographicae novissimum.,"Ulmae, 1682. 8°.",8°,1682,0,Ulm,gw|,LATIN,LITERAE HUMANIORES (Pars I.),Cryptography and short-hand,vellum,273,Fag.K.9.22,F9,3,TRUE,TRUE,TRUE,173,32,
F.9.3 [6],"ZEILLERUS, seu ZEILLER, seu ZEILERUS (Martinus).","Historici, chronologi, et geographi celebres.","Ulmae, 1652. 8°. 2 partt. in tom.",8°,1652,0,Ulm,gw|,LATIN,HISTORIA,Introductions to History,vellum,4643,Fag.H.12.68,F9,3,TRUE,TRUE,TRUE,165,33,
F.9.3 [7],BIZARDIERE (Michel David de la),"Caractères des auteurs anciens et modernes, avec les jugemens de leurs ouvrages [ Anon. ]",Amst. 1705. 12°.,12°,1705,0,Amsterdam,ne|,FRENCH,LITERAE HUMANIORES (Pars I.),Bibliography and Literary History,calf,200,Fag.G.14.48,F9,3,TRUE,FALSE,TRUE,143,18,
F.9.3 [8],[Not held in TCD],Antibaillet par mr. Menage,Haye 1688. 8°. 1  vol.,8°,1688,0,Hague,ne|,unknown,unknown,unknown,unknown,none,F.9.3 [8],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [9],ANCILLON (Charles),"Mémoires concernant les vies et les ouvrages de plusieurs modernes, celebres dans la republique des lettres.",Amst. 1709. 12°.,12°,1709,0,Amsterdam,ne|,FRENCH,LITERAE HUMANIORES (Pars I.),Lives of learned men,vellum,255,Fag.G.11.78,F9,3,TRUE,FALSE,TRUE,164,34,
F.9.3 [10:1],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:1],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [10:2],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:2],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [10:3],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:3],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [10:4],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:4],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [10:5],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:5],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [10:6],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:6],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [10:7],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:7],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [10:8],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:8],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [10:9],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:9],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [10:10],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:10],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [10:11],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:11],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [10:12],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:12],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.9.3 [10:13],[Not held in TCD],Jugement des savans sur les principaux ouvrages des auteurs,Par. 1685. 8°. 13  vol.,8°,1685,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.9.3 [10:13],F9,3,FALSE,FALSE,FALSE,170,48,(estimate)
F.8.1 [5:1],MERCURIUS Caledonius.,"Hollantse Mercurius, 1650-90.","Haerlem, 1651-91. 4°. 41 tom. in 10.",4°,1651,1691,Haarlem,ne|,LATIN,HISTORIA ANTIQUA,"Universal History, Antient and Modern",calf,4816,Fag.H.7.1,F8,1,TRUE,TRUE,TRUE,186,48,
F.8.1 [5:2],MERCURIUS Caledonius.,"Hollantse Mercurius, 1650-90.","Haerlem, 1651-91. 4°. 41 tom. in 10.",4°,1651,1691,Haarlem,ne|,LATIN,HISTORIA ANTIQUA,"Universal History, Antient and Modern",calf,4816,Fag.H.7.2,F8,1,TRUE,TRUE,TRUE,187,56,
F.8.1 [5:3],MERCURIUS Caledonius.,"Hollantse Mercurius, 1650-90.","Haerlem, 1651-91. 4°. 41 tom. in 10.",4°,1651,1691,Haarlem,ne|,LATIN,HISTORIA ANTIQUA,"Universal History, Antient and Modern",calf,4816,Fag.H.7.3,F8,1,TRUE,TRUE,TRUE,187,61,
F.8.1 [5:4],MERCURIUS Caledonius.,"Hollantse Mercurius, 1650-90.","Haerlem, 1651-91. 4°. 41 tom. in 10.",4°,1651,1691,Haarlem,ne|,LATIN,HISTORIA ANTIQUA,"Universal History, Antient and Modern",calf,4816,Fag.H.7.4,F8,1,TRUE,TRUE,TRUE,184,58,
F.8.1 [5:5],MERCURIUS Caledonius.,"Hollantse Mercurius, 1650-90.","Haerlem, 1651-91. 4°. 41 tom. in 10.",4°,1651,1691,Haarlem,ne|,LATIN,HISTORIA ANTIQUA,"Universal History, Antient and Modern",calf,4816,Fag.H.7.5,F8,1,TRUE,TRUE,TRUE,189,56,
F.8.1 [5:6],MERCURIUS Caledonius.,"Hollantse Mercurius, 1650-90.","Haerlem, 1651-91. 4°. 41 tom. in 10.",4°,1651,1691,Haarlem,ne|,LATIN,HISTORIA ANTIQUA,"Universal History, Antient and Modern",calf,4816,Fag.H.7.6,F8,1,TRUE,TRUE,TRUE,187,64,
F.8.1 [5:7],MERCURIUS Caledonius.,"Hollantse Mercurius, 1650-90.","Haerlem, 1651-91. 4°. 41 tom. in 10.",4°,1651,1691,Haarlem,ne|,LATIN,HISTORIA ANTIQUA,"Universal History, Antient and Modern",calf,4816,Fag.H.7.7,F8,1,TRUE,TRUE,TRUE,189,51,
F.8.1 [5:8],MERCURIUS Caledonius.,"Hollantse Mercurius, 1650-90.","Haerlem, 1651-91. 4°. 41 tom. in 10.",4°,1651,1691,Haarlem,ne|,LATIN,HISTORIA ANTIQUA,"Universal History, Antient and Modern",calf,4816,Fag.H.7.8,F8,1,TRUE,TRUE,TRUE,190,51,
F.8.1 [5:9],MERCURIUS Caledonius.,"Hollantse Mercurius, 1650-90.","Haerlem, 1651-91. 4°. 41 tom. in 10.",4°,1651,1691,Haarlem,ne|,LATIN,HISTORIA ANTIQUA,"Universal History, Antient and Modern",calf,4816,Fag.H.7.9,F8,1,TRUE,TRUE,TRUE,190,63,
F.8.1 [5:10],MERCURIUS Caledonius.,"Hollantse Mercurius, 1650-90.","Haerlem, 1651-91. 4°. 41 tom. in 10.",4°,1651,1691,Haarlem,ne|,LATIN,HISTORIA ANTIQUA,"Universal History, Antient and Modern",calf,4816,Fag.H.7.10,F8,1,TRUE,TRUE,TRUE,189,63,
F.8.1 [6:1],"WESTERBAEN (Jacob), ridder.",Gedichten.,"'s Gravenhage, 1672. 8°. 3 dln.",8°,1672,0,Hague,ne|,DUTCH,PHILOLOGIA,Dutch Poetry and Miscellanies,vellum,3579,Fag.H.5.8,F8,1,TRUE,TRUE,TRUE,192,53,
F.8.1 [6:2],"WESTERBAEN (Jacob), ridder.",Gedichten.,"'s Gravenhage, 1672. 8°. 3 dln.",8°,1672,0,Hague,ne|,DUTCH,PHILOLOGIA,Dutch Poetry and Miscellanies,vellum,3579,Fag.H.5.9,F8,1,TRUE,TRUE,TRUE,191,57,
F.8.1 [6:3],"WESTERBAEN (Jacob), ridder.",Gedichten.,"'s Gravenhage, 1672. 8°. 3 dln.",8°,1672,0,Hague,ne|,DUTCH,PHILOLOGIA,Dutch Poetry and Miscellanies,vellum,3579,Fag.H.5.10,F8,1,TRUE,TRUE,TRUE,193,54,
F.8.1 [7],BELGIUM,"Privilegia, immunitates et securitates, quibus Belgas faederates in Hispania gaudere ac frui oportet. ",[s. l.] 1715. 4°. [Tit. et folia complura manu suppléatur.],4°,1715,0,Not known,xx|,LATIN,HOLLANDIA,"Tractatus Pacis, Edicta, etc. vulgo Placaat-Boeken",vellum,7601,Fag.F.8.25,F8,1,TRUE,FALSE,TRUE,210,38,
F.8.1 [8],"GROTIUS, seu de GROOT (Gulielmus).",Vitae jurisconsultorum quorum in Pandectis extant nomina.,Lugd. Batav. 1690. 4°.,4°,1690,0,Leiden,ne|,LATIN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8617,Fag.O.7.33,F8,1,TRUE,TRUE,TRUE,211,24,
F.8.1 [9],"BANK, BANKER, BANKING.","Res judicata, dat is: extracten vyt de resolution der synoden, en de oordelen der academien in dese Vereen. Nederlanden. Vervatende het ghemeyn eenparich ende aengenomen kerckelijck gevoelen over do negotie der ghenaemde Lombarden : wt-gegeven door de professoren der theol. tot Utrecht.",Utrecht. 1657. 4°. 2de druck.,4°,1657,0,Utrecht,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7549,Fag.S.10.75,F8,1,TRUE,FALSE,FALSE,189,65,(estimate)
F.8.1 [10],"BANK, BANKER, BANKING.","Res jvdicanda, Saecke die noch staet to oordeelen, van de bancken van leeninghe. Waer-in overwogen werden de Bedenckingen van de professoren der H. Theologie tot Wtrecht, m haer schrift, ghenaemt Res jvdicata.",Leyden. 1658. 4°.,4°,1658,0,Leiden,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",calf,7548,Fag.H.4.65,F8,1,TRUE,TRUE,TRUE,203,24,
F.8.1 [11],[Not held in TCD],Spaensche tractatus,s.l. s.a.. 8°.,8°,uuuu,0,Not known,xx|,unknown,unknown,unknown,unknown,none,F.8.1 [11],F8,1,FALSE,FALSE,FALSE,189,65,(estimate)
F.8.1 [12],[Not held in TCD],Het recht van Don Antonio op het Ryck van Portugael door Jan Petit. MS.,s.l. s.a.. 4°.,4°,uuuu,0,Not known,xx|,unknown,unknown,unknown,unknown,none,F.8.1 [12],F8,1,FALSE,FALSE,FALSE,189,65,(estimate)
F.8.2 [1:1],HOLLANDIA,"Consultatien, advysen . . . gegeven bij treffelijke rechtsgeleerden in Holland en elders.",Rotterdam 1669-89. 4°. 6 dln.,4°,1669,1689,Rotterdam,ne|,DUTCH,GERMANIAE INFERIORIS ,General Hist. & Topography of the United States [Provinces],vellum,7068,Fag.P.8.22,F8,2,TRUE,FALSE,FALSE,189,51,(estimate)
F.8.2 [1:2],HOLLANDIA,"Consultatien, advysen . . . gegeven bij treffelijke rechtsgeleerden in Holland en elders.",Rotterdam 1669-89. 4°. 6 dln.,4°,1669,1689,Rotterdam,ne|,DUTCH,GERMANIAE INFERIORIS ,General Hist. & Topography of the United States [Provinces],vellum,7068,Fag.P.8.23,F8,2,TRUE,FALSE,FALSE,189,51,(estimate)
F.8.2 [1:3],HOLLANDIA,"Consultatien, advysen . . . gegeven bij treffelijke rechtsgeleerden in Holland en elders.",Rotterdam 1669-89. 4°. 6 dln.,4°,1669,1689,Rotterdam,ne|,DUTCH,GERMANIAE INFERIORIS ,General Hist. & Topography of the United States [Provinces],vellum,7068,Fag.P.8.24,F8,2,TRUE,FALSE,FALSE,189,51,(estimate)
F.8.2 [1:4],HOLLANDIA,"Consultatien, advysen . . . gegeven bij treffelijke rechtsgeleerden in Holland en elders.",Rotterdam 1669-89. 4°. 6 dln.,4°,1669,1689,Rotterdam,ne|,DUTCH,GERMANIAE INFERIORIS ,General Hist. & Topography of the United States [Provinces],vellum,7068,Fag.P.8.25,F8,2,TRUE,FALSE,FALSE,189,51,(estimate)
F.8.2 [1:5],HOLLANDIA,"Consultatien, advysen . . . gegeven bij treffelijke rechtsgeleerden in Holland en elders.",Rotterdam 1669-89. 4°. 6 dln.,4°,1669,1689,Rotterdam,ne|,DUTCH,GERMANIAE INFERIORIS ,General Hist. & Topography of the United States [Provinces],vellum,7068,Fag.P.8.26,F8,2,TRUE,FALSE,FALSE,189,51,(estimate)
F.8.2 [1:6],HOLLANDIA,"Consultatien, advysen . . . gegeven bij treffelijke rechtsgeleerden in Holland en elders.",Rotterdam 1669-89. 4°. 6 dln.,4°,1669,1689,Rotterdam,ne|,DUTCH,GERMANIAE INFERIORIS ,General Hist. & Topography of the United States [Provinces],vellum,7068,Fag.P.8.27,F8,2,TRUE,FALSE,FALSE,189,51,(estimate)
F.8.2 [2:7],BERG (Isaac van den),Neder-Iands advys-boek inhoudende verscheide consultatien en advysen van voorname regtsgeleertten in Neder-land.,Amst. 1693-98.  4°. 4 tom.,4°,1693,1698,Amsterdam,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7422,Fag.P.8.37,F8,2,TRUE,FALSE,FALSE,189,51,(estimate)
F.8.2 [2:8],BERG (Isaac van den),Neder-Iands advys-boek inhoudende verscheide consultatien en advysen van voorname regtsgeleertten in Neder-land.,Amst. 1693-98.  4°. 4 tom.,4°,1693,1698,Amsterdam,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7422,Fag.P.8.38,F8,2,TRUE,FALSE,FALSE,189,51,(estimate)
F.8.2 [2:9],BERG (Isaac van den),Neder-Iands advys-boek inhoudende verscheide consultatien en advysen van voorname regtsgeleertten in Neder-land.,Amst. 1693-98.  4°. 4 tom.,4°,1693,1698,Amsterdam,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7422,Fag.P.8.39,F8,2,TRUE,FALSE,FALSE,189,51,(estimate)
F.8.2 [2:10],BERG (Isaac van den),Neder-Iands advys-boek inhoudende verscheide consultatien en advysen van voorname regtsgeleertten in Neder-land.,Amst. 1693-98.  4°. 4 tom.,4°,1693,1698,Amsterdam,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7422,Fag.P.8.40,F8,2,TRUE,FALSE,FALSE,189,51,(estimate)
F.8.2 [3:11],"TRAJECTUM AD RHENUM, seu ULTRAJECTUM, hod. UTRECHT.","Utrechtsche consultatien ; dat is, decisoire ende andere advisen, instructien ende advertissementen van rechten, gegeven ende gemaeckt by de vermaertste rechtsgeleerden, so professoren als advocaten, in saken soo voor den edelen hove als de edele gerechten der stadt Utrecht, Amersfoort ende andere geventileert. ",Utrecht 1676-1700. 4°. 3 dln.,4°,1676,1700,Utrecht,ne|,DUTCH,HOLLANDIA,Hist. and Topography of the Province of Utrecht,vellum,7383,Fag.P.6.2,F8,2,TRUE,TRUE,TRUE,204,39,
F.8.2 [3:12],"TRAJECTUM AD RHENUM, seu ULTRAJECTUM, hod. UTRECHT.","Utrechtsche consultatien ; dat is, decisoire ende andere advisen, instructien ende advertissementen van rechten, gegeven ende gemaeckt by de vermaertste rechtsgeleerden, so professoren als advocaten, in saken soo voor den edelen hove als de edele gerechten der stadt Utrecht, Amersfoort ende andere geventileert. ",Utrecht 1676-1700. 4°. 3 dln.,4°,1676,1700,Utrecht,ne|,DUTCH,HOLLANDIA,Hist. and Topography of the Province of Utrecht,vellum,7383,Fag.P.6.3,F8,2,TRUE,TRUE,TRUE,205,49,
F.8.2 [4:13],"MUELEN (Willem vander), J. C. Ultraject.","Ordonnantie ende instructie op de stijl ende maniere van procederen voor den hove van Utrecht; met eenige aantekeningen ende aanmerkingen op dezelve, door W. vander Muelen. ","Utrecht. 1706,7. 4°. [in 2 deelen].",4°,1706,1707,Utrecht,ne|,DUTCH,HOLLANDIA,Hist. and Topography of the Province of Utrecht,vellum,7385,Fag.O.8.51,F8,2,TRUE,FALSE,TRUE,211,43,
F.8.2 [4:14],"MUELEN (Willem vander), J. C. Ultraject.","Ordonnantie ende instructie op de stijl ende maniere van procederen voor den hove van Utrecht; met eenige aantekeningen ende aanmerkingen op dezelve, door W. vander Muelen. ","Utrecht. 1706,7. 4°. [in 2 deelen].",4°,1706,1707,Utrecht,ne|,DUTCH,HOLLANDIA,Hist. and Topography of the Province of Utrecht,vellum,7385,Fag.O.8.52,F8,2,TRUE,FALSE,TRUE,210,34,
F.8.2 [5],HOLLANDIA,"Ordonnantien van de gemeene middelen, over de provincie van Hollant en West-Vrieslandt.","'s Graven-Hage, 1694. 4°.",4°,1694,0,Hague,ne|,DUTCH,GERMANIAE INFERIORIS ,General Hist. & Topography of the United States [Provinces],vellum,7062,Fag.T.2.43,F8,2,TRUE,TRUE,TRUE,206,40,
F.8.2 [6],"GROTIUS, sive de GROOT (Hugo).",Inleydinge tot de Hollandsche regts-geleertheyt.,"Delft, 1657. 4°. ",4°,1657,0,Delft,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7445,Fag.P.7.37,F8,2,TRUE,FALSE,FALSE,189,51,(estimate)
F.8.2 [7],"BOEL (Tobias), jun","Amstelredams privilegie, en poorter-regt, raakende de verbeurte van lyf en goed, ter saake van miadaad, verklaard, en in syn volle kragt voorgesteld. ",Amst. 1713. 4°.,4°,1713,0,Amsterdam,ne|,DUTCH,HOLLANDIA,Cities in the Province of Holland,vellum,7199,Fag.H.4.17,F8,2,TRUE,TRUE,TRUE,206,38,
F.8.2 [8],GLINS (Taco van).,"Aenmerckingen over de zeerechten uyt het placcaet van koninck Philips uytgegeven, Oct. 1563.",Amst. 1665. 4°.,4°,1665,0,Amsterdam,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7442,Fag.H.4.57,F8,2,TRUE,TRUE,TRUE,210,18,
F.8.2 [9],ZEE.,"Zee-rechten, inlloudende dat oudste en hoogste water-recht dat de gemeene kooplieden en schippers hebben gemaakt in Wisbuy.",Amst. 1693.  4°.,4°,1693,0,Amsterdam,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7591,Fag.H.4.41,F8,2,TRUE,TRUE,TRUE,210,25,
F.8.2 [10],"CAROLUS V., imperator.","d'instructie vanden hove van Hollandt, Zeelandt ende Vrieslandt: gheordonneert by de keyserlijcke majesteyt in 1531.",s Gravenh. 1648. 4°.,4°,1648,0,Hague,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7496,Fag.H.3.68,F8,2,TRUE,FALSE,TRUE,205,44,
F.8.2 [11],HOLLANDIA.,"Handvesten en privilegien der graven van Hollandt, mitsgaders autentycke stucken, behelsende 't recht, dat beyde de hoven van justitie, . . . in Hollandt en West-vrieslant, is competerende, in cas van judicature.","'s Graven-hage, 1663. 4°.",4°,1663,0,Hague,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",calf,7470,Fag.A.10.111,F8,2,TRUE,TRUE,TRUE,201,32,
F.8.2 [12],COLMERUS (Clemens).,"Politia Atheniensium descripta, ad methodum quae ostensa est in politicis à Barth. Keckermano.","Dantisci, 1609. 4°.",4°,1609,0,Gdańsk,pl|,LATIN,HISTORIA ANTIQUA,"Antient Hist. & Antiq. Heb. Egyptian, Gr. & Rom.",vellum,4713,Fag.F.8.2,F8,2,TRUE,FALSE,TRUE,203,30,
F.8.2 [13],"NUNNIUS-CORONEL (Gregorius), ord. eremit. S. Augustini.",De optimo reipublicae statu libri sex.,"Romae, 1597. 4°. tom. 1.",4°,1597,0,Rome,it|,LATIN,JUS CIVILE,Of Governments,vellum,8501,Fag.P.6.6,F8,2,TRUE,TRUE,TRUE,223,43,
F.8.2 [14],EUROPA.,"Anecdota sive historia arcana Europae, ab exordio seculi XVII. Cum ratione status Davidis Judaeorum regis.","Cosmopoli, 1715. 8°.",8°,1715,0,Not known,xx|,LATIN,unknown,no data,no data,4832,Fag.U.3.21,F8,2,TRUE,TRUE,TRUE,201,29,
F.8.3 [1],CAVALCANTI (Bartolomeo).,Trattati overo discorsi sopra gli ottimi reggimenti delle republiche antiche e moderne. Con un discorso di M. Sebastiano Erizo de gouerni ciuili.,Venet. 1571. 4°. ,4°,1571,0,Venice,it|,ITALIAN,JUS CIVILE,Of Governments,vellum,8486,Fag.U.2.16,F8,3,TRUE,TRUE,TRUE,196,46,
F.8.3 [2:1],ARNISAEUS (Henningus),"De republica, seu relectionis politicae libri II.",Francof. 1615. 4°. ,4°,1615,0,Frankfurt am Main,gw|,LATIN,JUS CIVILE,Of Governments,vellum,8476,Fag.X.6.65,F8,3,TRUE,TRUE,FALSE,194,28,
F.8.3 [2:2],ARNISAEUS (Henningus),"De republica, seu relectionis politicae libri II.",Francof. 1615. 4°. ,4°,1615,0,Frankfurt am Main,gw|,LATIN,JUS CIVILE,Of Governments,vellum,8476,Fag.X.6.66,F8,3,TRUE,TRUE,FALSE,194,43,
F.8.3 [2:3],ARNISAEUS (Henningus),"De republica, seu relectionis politicae libri II.",Francof. 1615. 4°. ,4°,1615,0,Frankfurt am Main,gw|,LATIN,JUS CIVILE,Of Governments,vellum,8476,Fag.X.6.67,F8,3,TRUE,TRUE,FALSE,194,26,
F.8.3 [3],"CONRINGIUS (Hermannus), M. D.",Propolitica siue breuis introductio in ciuilem philosophiam. Adiecta sunt ejd. vt et Joachimi Hopperi nonnulla de varia et vera iuris prudentia: cum praefat. Justi Chr. Böhmer.,Helmst. 1709. 4°. ed. 2da.,4°,1709,0,Helmstedt,gw|,LATIN,JUS CIVILE,Public Law of the [Roman] Empire,calf,8894,Fag.O.8.18,F8,3,TRUE,FALSE,TRUE,204,24,
F.8.3 [4],NOUE (François de la).,Discours politiques et militaires.,[s.l.] 1612. 8°. dernière éd.,8°,1612,0,Not known,xx|,FRENCH,unknown,no data,no data,8702,Fag.T.2.28,F8,3,TRUE,TRUE,TRUE,182,40,
F.8.3 [5],"ARISTOTELES. OPERA ETHICA, POLITICA ET OECONOMICA.","Politicorum libri viii, cum paraphrasi per Dan. Heinsium.",Lugd. Bat. (Elzevir.) 1621. 8°.,8°,1621,0,Leiden,ne|,LATIN,LITERAE HUMANIORES (Pars II.),Greek and Roman classics and translations,vellum,2103,Fag.F.8.32,F8,3,TRUE,FALSE,TRUE,184,63,
